"St.no","TAM","month","year","month.human","scaled.temp","scaled"
99710,3,6,1976,"June",0,0.661157747286253
99710,0.1,6,1977,"June",0,-1.57809184936208
99710,2.1,6,1978,"June",0,-0.0337817827080565
99710,1.6,6,1979,"June",0,-0.419859299371562
99710,2.7,6,1980,"June",0,0.42951123728815
99710,1.1,6,1981,"June",0,-0.805936816035067
99710,0.1,6,1982,"June",0,-1.57809184936208
99710,3.4,6,1983,"June",0,0.970019760617058
99710,2.7,6,1984,"June",0,0.42951123728815
99710,0.5,6,1985,"June",0,-1.26922983603127
99710,3.5,6,1986,"June",0,1.04723526394976
99710,0.8,6,1987,"June",0,-1.03758332603317
99710,2.2,6,1988,"June",0,0.0434337206246446
99710,2.4,6,1989,"June",0,0.197864727290047
99710,2.5,6,1990,"June",0,0.275080230622748
99710,1.4,6,1991,"June",0,-0.574290306036964
99710,3.4,6,1992,"June",0,0.970019760617058
99710,0.6,6,1993,"June",0,-1.19201433269857
99710,2.7,6,1994,"June",0,0.42951123728815
99710,2.8,6,1995,"June",0,0.506726740620851
99710,1.9,6,1996,"June",0,-0.188212789373459
99710,1.3,6,1997,"June",0,-0.651505809369665
99710,1.4,6,1998,"June",0,-0.574290306036964
99710,4.7,6,1999,"June",0,1.97382130394217
99710,3.5,6,2001,"June",0,1.04723526394976
99710,4.4,6,2002,"June",0,1.74217479394407
99710,2.1,6,2003,"June",0,-0.0337817827080565
99710,2.6,6,2004,"June",0,0.352295733955449
99710,3.2,6,2005,"June",0,0.815588753951656
99710,5,6,2006,"June",0,2.20546781394027
99710,3.5,6,2007,"June",0,1.04723526394976
99710,2.6,6,2008,"June",0,0.352295733955449
99710,3.6,6,2009,"June",0,1.12445076728246
99710,2.3,6,2010,"June",0,0.120649223957345
99710,1.9,6,2011,"June",0,-0.188212789373459
99710,2.8,6,2012,"June",0,0.506726740620851
99710,5.3,6,2013,"June",0,2.43711432393838
99710,2.9,6,2014,"June",0,0.583942243953552
99710,2.4,6,2015,"June",0,0.197864727290047
99710,6.8,7,1920,"July",0,1.77489018491156
99710,4.3,7,1921,"July",0,-0.333890232805145
99710,6,7,1922,"July",0,1.10008045124221
99710,3.8,7,1923,"July",0,-0.755646316348485
99710,5.4,7,1924,"July",0,0.593973150990204
99710,6.6,7,1925,"July",0,1.60618775149422
99710,2.8,7,1926,"July",0,-1.59915848343517
99710,5.5,7,1927,"July",0,0.678324367698872
99710,3.8,7,1928,"July",0,-0.755646316348485
99710,3.2,7,1929,"July",0,-1.26175361660049
99710,5.2,7,1930,"July",0,0.425270717572868
99710,4,7,1931,"July",0,-0.586943882931149
99710,3.5,7,1932,"July",0,-1.00869996647449
99710,5,7,1933,"July",0,0.256568284155532
99710,5.8,7,1934,"July",0,0.931378017824876
99710,3.7,7,1935,"July",0,-0.839997533057153
99710,2.9,7,1936,"July",0,-1.5148072667265
99710,5.8,7,1937,"July",0,0.931378017824876
99710,5.6,7,1938,"July",0,0.762675584407539
99710,4.9,7,1939,"July",0,0.172217067446864
99710,3,7,1940,"July",0,-1.43045605001783
99710,5.5,7,1941,"July",0,0.678324367698872
99710,4.7,7,1942,"July",0,0.00351463402952763
99710,4.8,7,1943,"July",0,0.0878658507381954
99710,3.7,7,1944,"July",0,-0.839997533057153
99710,5.6,7,1945,"July",0,0.762675584407539
99710,6,7,1946,"July",0,1.10008045124221
99710,3.6,7,1947,"July",0,-0.924348749765821
99710,3.3,7,1948,"July",0,-1.17740239989183
99710,3.9,7,1949,"July",0,-0.671295099639817
99710,3.8,7,1950,"July",0,-0.755646316348485
99710,2.4,7,1951,"July",0,-1.93656335026984
99710,4.4,7,1952,"July",0,-0.249539016096476
99710,5.2,7,1953,"July",0,0.425270717572868
99710,5.6,7,1954,"July",0,0.762675584407539
99710,4.8,7,1955,"July",0,0.0878658507381954
99710,5.6,7,1956,"July",0,0.762675584407539
99710,3.7,7,1957,"July",0,-0.839997533057153
99710,3.7,7,1958,"July",0,-0.839997533057153
99710,4.5,7,1959,"July",0,-0.165187799387809
99710,6.4,7,1960,"July",0,1.43748531807688
99710,4.8,7,1961,"July",0,0.0878658507381954
99710,3.3,7,1962,"July",0,-1.17740239989183
99710,2.9,7,1963,"July",0,-1.5148072667265
99710,4.6,7,1964,"July",0,-0.0808365826791408
99710,1.4,7,1965,"July",0,-2.78007551735652
99710,4,7,1966,"July",0,-0.586943882931149
99710,4.5,7,1967,"July",0,-0.165187799387809
99710,3.2,7,1968,"July",0,-1.26175361660049
99710,5.8,7,1969,"July",0,0.931378017824876
99710,4.3,7,1970,"July",0,-0.333890232805145
99710,4.1,7,1971,"July",0,-0.502592666222481
99710,6.2,7,1972,"July",0,1.26878288465955
99710,6.5,7,1973,"July",0,1.52183653478555
99710,4.7,7,1974,"July",0,0.00351463402952763
99710,3.3,7,1975,"July",0,-1.17740239989183
99710,6.4,7,1976,"July",0,1.43748531807688
99710,2.6,7,1977,"July",0,-1.7678609168525
99710,3.8,7,1978,"July",0,-0.755646316348485
99710,6.4,7,1979,"July",0,1.43748531807688
99710,4.1,7,1980,"July",0,-0.502592666222481
99710,4.1,7,1981,"July",0,-0.502592666222481
99710,4.1,7,1982,"July",0,-0.502592666222481
99710,6,7,1983,"July",0,1.10008045124221
99710,3.8,7,1984,"July",0,-0.755646316348485
99710,4.8,7,1985,"July",0,0.0878658507381954
99710,5,7,1986,"July",0,0.256568284155532
99710,3.8,7,1987,"July",0,-0.755646316348485
99710,4,7,1988,"July",0,-0.586943882931149
99710,4.9,7,1989,"July",0,0.172217067446864
99710,5.9,7,1990,"July",0,1.01572923453354
99710,4.2,7,1991,"July",0,-0.418241449513812
99710,4.8,7,1992,"July",0,0.0878658507381954
99710,3.6,7,1993,"July",0,-0.924348749765821
99710,6,7,1994,"July",0,1.10008045124221
99710,4.3,7,1995,"July",0,-0.333890232805145
99710,4.4,7,1996,"July",0,-0.249539016096476
99710,4.2,7,1997,"July",0,-0.418241449513812
99710,4.6,7,1998,"July",0,-0.0808365826791408
99710,5.4,7,1999,"July",0,0.593973150990204
99710,5,7,2001,"July",0,0.256568284155532
99710,6,7,2002,"July",0,1.10008045124221
99710,5,7,2003,"July",0,0.256568284155532
99710,8.8,7,2004,"July",0,3.46191451908492
99710,5.8,7,2005,"July",0,0.931378017824876
99710,6.6,7,2006,"July",0,1.60618775149422
99710,4.7,7,2007,"July",0,0.00351463402952763
99710,4.9,7,2008,"July",0,0.172217067446864
99710,4.1,7,2009,"July",0,-0.502592666222481
99710,5.5,7,2010,"July",0,0.678324367698872
99710,4.7,7,2011,"July",0,0.00351463402952763
99710,4.7,7,2012,"July",0,0.00351463402952763
99710,6.6,7,2013,"July",0,1.60618775149422
99710,6.3,7,2014,"July",0,1.35313410136822
99710,3.7,7,2015,"July",0,-0.839997533057153
99710,4.3,8,1920,"August",0,-0.602036607338593
99710,4.6,8,1921,"August",0,-0.324173557797704
99710,5.8,8,1922,"August",0,0.787278640365852
99710,3.3,8,1923,"August",0,-1.52824677247489
99710,4.7,8,1924,"August",0,-0.231552541284074
99710,5.3,8,1925,"August",0,0.324173557797704
99710,3.5,8,1926,"August",0,-1.34300473944763
99710,4.8,8,1927,"August",0,-0.138931524770445
99710,3.8,8,1928,"August",0,-1.06514168990674
99710,2.8,8,1929,"August",0,-1.99135185504304
99710,5.5,8,1930,"August",0,0.509415590824963
99710,5.5,8,1931,"August",0,0.509415590824963
99710,5.8,8,1932,"August",0,0.787278640365852
99710,5.4,8,1933,"August",0,0.416794574311334
99710,6.6,8,1934,"August",0,1.52824677247489
99710,6.1,8,1935,"August",0,1.06514168990674
99710,4.9,8,1936,"August",0,-0.0463105082568147
99710,7.1,8,1937,"August",0,1.99135185504304
99710,5.7,8,1938,"August",0,0.694657623852223
99710,6.8,8,1939,"August",0,1.71348880550215
99710,5.1,8,1940,"August",0,0.138931524770444
99710,4.4,8,1941,"August",0,-0.509415590824963
99710,4.8,8,1942,"August",0,-0.138931524770445
99710,4,8,1943,"August",0,-0.879899656879482
99710,4.3,8,1944,"August",0,-0.602036607338593
99710,5.5,8,1945,"August",0,0.509415590824963
99710,4.2,8,1946,"August",0,-0.694657623852223
99710,4.6,8,1947,"August",0,-0.324173557797704
99710,3.2,8,1948,"August",0,-1.62086778898852
99710,4.2,8,1949,"August",0,-0.694657623852223
99710,6,8,1950,"August",0,0.972520673393111
99710,4.9,8,1951,"August",0,-0.0463105082568147
99710,3.6,8,1952,"August",0,-1.250383722934
99710,6.2,8,1953,"August",0,1.15776270642037
99710,4.6,8,1954,"August",0,-0.324173557797704
99710,5.2,8,1955,"August",0,0.231552541284074
99710,3.8,8,1956,"August",0,-1.06514168990674
99710,5.3,8,1957,"August",0,0.324173557797704
99710,3.6,8,1958,"August",0,-1.250383722934
99710,4.9,8,1959,"August",0,-0.0463105082568147
99710,4.3,8,1960,"August",0,-0.602036607338593
99710,5.9,8,1961,"August",0,0.879899656879482
99710,2.6,8,1962,"August",0,-2.1765938880703
99710,3.8,8,1963,"August",0,-1.06514168990674
99710,3.9,8,1964,"August",0,-0.972520673393112
99710,2.4,8,1965,"August",0,-2.36183592109756
99710,3.4,8,1966,"August",0,-1.43562575596126
99710,4.1,8,1967,"August",0,-0.787278640365853
99710,3.4,8,1968,"August",0,-1.43562575596126
99710,5.2,8,1969,"August",0,0.231552541284074
99710,5.4,8,1970,"August",0,0.416794574311334
99710,3.9,8,1971,"August",0,-0.972520673393112
99710,5.8,8,1972,"August",0,0.787278640365852
99710,4.8,8,1973,"August",0,-0.138931524770445
99710,4.9,8,1974,"August",0,-0.0463105082568147
99710,4,8,1975,"August",0,-0.879899656879482
99710,5.9,8,1976,"August",0,0.879899656879482
99710,4.6,8,1977,"August",0,-0.324173557797704
99710,5.2,8,1978,"August",0,0.231552541284074
99710,5.4,8,1979,"August",0,0.416794574311334
99710,5.9,8,1980,"August",0,0.879899656879482
99710,4.4,8,1981,"August",0,-0.509415590824963
99710,2.8,8,1982,"August",0,-1.99135185504304
99710,4.5,8,1983,"August",0,-0.416794574311334
99710,5,8,1984,"August",0,0.0463105082568147
99710,4.4,8,1985,"August",0,-0.509415590824963
99710,4.7,8,1986,"August",0,-0.231552541284074
99710,3.6,8,1987,"August",0,-1.250383722934
99710,4.3,8,1988,"August",0,-0.602036607338593
99710,5.6,8,1989,"August",0,0.602036607338592
99710,5.2,8,1990,"August",0,0.231552541284074
99710,6.7,8,1991,"August",0,1.62086778898852
99710,5.1,8,1992,"August",0,0.138931524770444
99710,6.1,8,1993,"August",0,1.06514168990674
99710,4.9,8,1994,"August",0,-0.0463105082568147
99710,4.8,8,1995,"August",0,-0.138931524770445
99710,6,8,1996,"August",0,0.972520673393111
99710,5.3,8,1997,"August",0,0.324173557797704
99710,6.4,8,1998,"August",0,1.34300473944763
99710,4.6,8,1999,"August",0,-0.324173557797704
99710,5.1,8,2001,"August",0,0.138931524770444
99710,6.7,8,2002,"August",0,1.62086778898852
99710,4.7,8,2003,"August",0,-0.231552541284074
99710,6.7,8,2004,"August",0,1.62086778898852
99710,6,8,2005,"August",0,0.972520673393111
99710,6.7,8,2006,"August",0,1.62086778898852
99710,5.8,8,2007,"August",0,0.787278640365852
99710,4.8,8,2008,"August",0,-0.138931524770445
99710,5,8,2009,"August",0,0.0463105082568147
99710,3.7,8,2010,"August",0,-1.15776270642037
99710,5.9,8,2011,"August",0,0.879899656879482
99710,5.7,8,2012,"August",0,0.694657623852223
99710,8.2,8,2013,"August",0,3.01018303669296
99710,4.8,8,2014,"August",0,-0.138931524770445
99710,6.6,8,2015,"August",0,1.52824677247489
99710,2.5,9,1920,"September",0,-0.550322824592022
99710,1.8,9,1921,"September",0,-1.12726032556837
99710,4,9,1922,"September",0,0.685971820357294
99710,3.2,9,1923,"September",0,0.0266146763843259
99710,2.9,9,1924,"September",0,-0.220644252605537
99710,4,9,1925,"September",0,0.685971820357294
99710,3,9,1926,"September",0,-0.138224609608916
99710,0.7,9,1927,"September",0,-2.0338763985312
99710,3.1,9,1928,"September",0,-0.0558049666122953
99710,2.8,9,1929,"September",0,-0.303063895602159
99710,2.5,9,1930,"September",0,-0.550322824592022
99710,1.9,9,1931,"September",0,-1.04484068257175
99710,0.9,9,1932,"September",0,-1.86903711253796
99710,4.6,9,1933,"September",0,1.18048967833702
99710,6,9,1934,"September",0,2.33436468028972
99710,0.9,9,1935,"September",0,-1.86903711253796
99710,3,9,1936,"September",0,-0.138224609608916
99710,3.6,9,1937,"September",0,0.35629324837081
99710,4.4,9,1938,"September",0,1.01565039234378
99710,2.2,9,1939,"September",0,-0.797581753581885
99710,3.5,9,1940,"September",0,0.273873605374189
99710,2.4,9,1941,"September",0,-0.632742467588643
99710,1.9,9,1942,"September",0,-1.04484068257175
99710,2.9,9,1943,"September",0,-0.220644252605537
99710,3.3,9,1944,"September",0,0.109034319380947
99710,3.8,9,1945,"September",0,0.521132534364052
99710,4.6,9,1946,"September",0,1.18048967833702
99710,2.3,9,1947,"September",0,-0.715162110585264
99710,3,9,1948,"September",0,-0.138224609608916
99710,2.3,9,1949,"September",0,-0.715162110585264
99710,4.6,9,1950,"September",0,1.18048967833702
99710,2.4,9,1951,"September",0,-0.632742467588643
99710,2.3,9,1952,"September",0,-0.715162110585264
99710,3.1,9,1953,"September",0,-0.0558049666122953
99710,3.5,9,1954,"September",0,0.273873605374189
99710,4.7,9,1955,"September",0,1.26290932133364
99710,2.2,9,1956,"September",0,-0.797581753581885
99710,3.4,9,1957,"September",0,0.191453962377568
99710,2.8,9,1958,"September",0,-0.303063895602159
99710,1.9,9,1959,"September",0,-1.04484068257175
99710,5.2,9,1960,"September",0,1.67500753631675
99710,3.2,9,1961,"September",0,0.0266146763843259
99710,2.3,9,1962,"September",0,-0.715162110585264
99710,2.8,9,1963,"September",0,-0.303063895602159
99710,2.7,9,1964,"September",0,-0.385483538598779
99710,2.1,9,1965,"September",0,-0.880001396578506
99710,0.8,9,1966,"September",0,-1.95145675553458
99710,3,9,1967,"September",0,-0.138224609608916
99710,0.7,9,1968,"September",0,-2.0338763985312
99710,3.9,9,1969,"September",0,0.603552177360673
99710,2.8,9,1970,"September",0,-0.303063895602159
99710,2.2,9,1971,"September",0,-0.797581753581885
99710,4.1,9,1972,"September",0,0.768391463353915
99710,2.8,9,1973,"September",0,-0.303063895602159
99710,4.2,9,1974,"September",0,0.850811106350536
99710,2.6,9,1975,"September",0,-0.467903181595401
99710,2,9,1976,"September",0,-0.962421039575127
99710,2.2,9,1977,"September",0,-0.797581753581885
99710,1.3,9,1978,"September",0,-1.53935854055147
99710,3.2,9,1979,"September",0,0.0266146763843259
99710,3.2,9,1980,"September",0,0.0266146763843259
99710,3.2,9,1981,"September",0,0.0266146763843259
99710,0.8,9,1982,"September",0,-1.95145675553458
99710,3.4,9,1983,"September",0,0.191453962377568
99710,3.6,9,1984,"September",0,0.35629324837081
99710,2.6,9,1985,"September",0,-0.467903181595401
99710,1.7,9,1986,"September",0,-1.20967996856499
99710,2.3,9,1987,"September",0,-0.715162110585264
99710,2.3,9,1988,"September",0,-0.715162110585264
99710,3.6,9,1989,"September",0,0.35629324837081
99710,6.7,9,1990,"September",0,2.91130218126606
99710,3,9,1991,"September",0,-0.138224609608916
99710,4.6,9,1992,"September",0,1.18048967833702
99710,2.2,9,1993,"September",0,-0.797581753581885
99710,3,9,1994,"September",0,-0.138224609608916
99710,3,9,1995,"September",0,-0.138224609608916
99710,3,9,1996,"September",0,-0.138224609608916
99710,2.8,9,1997,"September",0,-0.303063895602159
99710,3.1,9,1998,"September",0,-0.0558049666122953
99710,4.8,9,1999,"September",0,1.34532896433026
99710,5.3,9,2001,"September",0,1.75742717931337
99710,2.9,9,2002,"September",0,-0.220644252605537
99710,3.5,9,2003,"September",0,0.273873605374189
99710,4.4,9,2004,"September",0,1.01565039234378
99710,3.2,9,2005,"September",0,0.0266146763843259
99710,3.9,9,2006,"September",0,0.603552177360673
99710,3.8,9,2007,"September",0,0.521132534364052
99710,4.6,9,2008,"September",0,1.18048967833702
99710,3.5,9,2009,"September",0,0.273873605374189
99710,4,9,2010,"September",0,0.685971820357294
99710,6.2,9,2011,"September",0,2.49920396628296
99710,4.4,9,2012,"September",0,1.01565039234378
99710,6.4,9,2013,"September",0,2.6640432522762
99710,3.9,9,2014,"September",0,0.603552177360673
99710,4.1,9,2015,"September",0,0.768391463353915
99710,0.6,10,1920,"October",0,0.357238695469362
99710,-3.1,10,1921,"October",0,-1.80445099159567
99710,0.1,10,1922,"October",0,0.0651184674876009
99710,0.7,10,1923,"October",0,0.415662741065714
99710,1.9,10,1924,"October",0,1.11675128822194
99710,-1.7,10,1925,"October",0,-0.986514353246739
99710,-2.1,10,1926,"October",0,-1.22021053563215
99710,-1.8,10,1927,"October",0,-1.04493839884309
99710,-2.5,10,1928,"October",0,-1.45390671801756
99710,-1.7,10,1929,"October",0,-0.986514353246739
99710,-0.3,10,1930,"October",0,-0.168577714897808
99710,-1,10,1931,"October",0,-0.577546034072273
99710,0.1,10,1932,"October",0,0.0651184674876009
99710,0.6,10,1933,"October",0,0.357238695469362
99710,1.8,10,1934,"October",0,1.05832724262559
99710,1,10,1935,"October",0,0.590934877854771
99710,0.3,10,1936,"October",0,0.181966558680305
99710,1.2,10,1937,"October",0,0.707782969047475
99710,2.2,10,1938,"October",0,1.292023425011
99710,0.4,10,1939,"October",0,0.240390604276658
99710,0.4,10,1940,"October",0,0.240390604276658
99710,-1.3,10,1941,"October",0,-0.75281817086133
99710,0.3,10,1942,"October",0,0.181966558680305
99710,0.5,10,1943,"October",0,0.29881464987301
99710,1.6,10,1944,"October",0,0.941479151432884
99710,-1.1,10,1945,"October",0,-0.635970079668626
99710,0,10,1946,"October",0,0.00669442189124869
99710,-0.2,10,1947,"October",0,-0.110153669301456
99710,0.4,10,1948,"October",0,0.240390604276658
99710,-2.1,10,1949,"October",0,-1.22021053563215
99710,2.8,10,1950,"October",0,1.64256769858911
99710,0.8,10,1951,"October",0,0.474086786662066
99710,0.7,10,1952,"October",0,0.415662741065714
99710,2.5,10,1953,"October",0,1.46729556180005
99710,0.4,10,1954,"October",0,0.240390604276658
99710,-0.7,10,1955,"October",0,-0.402273897283217
99710,0.5,10,1956,"October",0,0.29881464987301
99710,2.3,10,1957,"October",0,1.35044747060735
99710,0.1,10,1958,"October",0,0.0651184674876009
99710,0.9,10,1959,"October",0,0.532510832258419
99710,-2.4,10,1960,"October",0,-1.3954826724212
99710,3.2,10,1961,"October",0,1.87626388097452
99710,-0.1,10,1962,"October",0,-0.0517296237051035
99710,1.2,10,1963,"October",0,0.707782969047475
99710,0.9,10,1964,"October",0,0.532510832258419
99710,-1,10,1965,"October",0,-0.577546034072273
99710,-3.4,10,1966,"October",0,-1.97972312838473
99710,-2,10,1967,"October",0,-1.1617864900358
99710,-8.3,10,1968,"October",0,-4.84250136260599
99710,1.3,10,1969,"October",0,0.766207014643828
99710,0.8,10,1970,"October",0,0.474086786662066
99710,-2,10,1971,"October",0,-1.1617864900358
99710,0.5,10,1972,"October",0,0.29881464987301
99710,-1.3,10,1973,"October",0,-0.75281817086133
99710,1.3,10,1974,"October",0,0.766207014643828
99710,-1.7,10,1975,"October",0,-0.986514353246739
99710,-0.1,10,1976,"October",0,-0.0517296237051035
99710,-0.1,10,1977,"October",0,-0.0517296237051035
99710,-0.6,10,1978,"October",0,-0.343849851686865
99710,0,10,1979,"October",0,0.00669442189124869
99710,-1.5,10,1980,"October",0,-0.869666262054035
99710,0,10,1981,"October",0,0.00669442189124869
99710,-0.5,10,1982,"October",0,-0.285425806090512
99710,-0.7,10,1983,"October",0,-0.402273897283217
99710,1.4,10,1984,"October",0,0.82463106024018
99710,-0.2,10,1985,"October",0,-0.110153669301456
99710,0.5,10,1986,"October",0,0.29881464987301
99710,1,10,1987,"October",0,0.590934877854771
99710,-3.3,10,1988,"October",0,-1.92129908278837
99710,-0.3,10,1989,"October",0,-0.168577714897808
99710,1.6,10,1990,"October",0,0.941479151432884
99710,0.1,10,1991,"October",0,0.0651184674876009
99710,-2.8,10,1992,"October",0,-1.62917885480661
99710,-3.5,10,1993,"October",0,-2.03814717398108
99710,-2,10,1994,"October",0,-1.1617864900358
99710,-1.2,10,1995,"October",0,-0.694394125264978
99710,0.5,10,1996,"October",0,0.29881464987301
99710,0.1,10,1997,"October",0,0.0651184674876009
99710,1,10,1998,"October",0,0.590934877854771
99710,0.9,10,1999,"October",0,0.532510832258419
99710,-0.3,10,2001,"October",0,-0.168577714897808
99710,0.3,10,2002,"October",0,0.181966558680305
99710,-0.1,10,2003,"October",0,-0.0517296237051035
99710,0.5,10,2004,"October",0,0.29881464987301
99710,0.6,10,2005,"October",0,0.357238695469362
99710,0.1,10,2006,"October",0,0.0651184674876009
99710,2.7,10,2007,"October",0,1.58414365299276
99710,0.2,10,2008,"October",0,0.123542513083953
99710,0.5,10,2009,"October",0,0.29881464987301
99710,1.2,10,2010,"October",0,0.707782969047475
99710,2,10,2011,"October",0,1.17517533381829
99710,1.2,10,2012,"October",0,0.707782969047475
99710,0.1,10,2013,"October",0,0.0651184674876009
99710,1.8,10,2014,"October",0,1.05832724262559
99710,1.5,10,2015,"October",0,0.883055105836532
99710,-2.1,11,1920,"November",0,0.222957973037241
99710,-4.3,11,1921,"November",0,-0.668873919111724
99710,-2.1,11,1922,"November",0,0.222957973037241
99710,-1.8,11,1923,"November",0,0.344571412875737
99710,-3.4,11,1924,"November",0,-0.304033599596238
99710,-5.3,11,1925,"November",0,-1.07425205190671
99710,-6.3,11,1926,"November",0,-1.47963018470169
99710,-4.7,11,1927,"November",0,-0.831025172229718
99710,-5.2,11,1928,"November",0,-1.03371423862721
99710,-2.1,11,1929,"November",0,0.222957973037241
99710,-2.3,11,1930,"November",0,0.141882346478245
99710,1.2,11,1931,"November",0,1.56070581126069
99710,-2.6,11,1932,"November",0,0.0202689066397491
99710,-1.3,11,1933,"November",0,0.547260479273229
99710,-1.2,11,1934,"November",0,0.587798292552727
99710,0.3,11,1935,"November",0,1.1958654917452
99710,-1.9,11,1936,"November",0,0.304033599596238
99710,-1.3,11,1937,"November",0,0.547260479273229
99710,0,11,1938,"November",0,1.07425205190671
99710,-1.6,11,1939,"November",0,0.425647039434734
99710,-3.3,11,1940,"November",0,-0.26349578631674
99710,-0.6,11,1941,"November",0,0.831025172229718
99710,-3.5,11,1942,"November",0,-0.344571412875737
99710,-2.1,11,1943,"November",0,0.222957973037241
99710,-1.9,11,1944,"November",0,0.304033599596238
99710,-4.9,11,1945,"November",0,-0.912100798788715
99710,-4.7,11,1946,"November",0,-0.831025172229718
99710,-4.3,11,1947,"November",0,-0.668873919111724
99710,-4.5,11,1948,"November",0,-0.749949545670721
99710,-0.9,11,1949,"November",0,0.709411732391223
99710,-0.2,11,1950,"November",0,0.993176425347712
99710,-7.9,11,1951,"November",0,-2.12823519717367
99710,-1.4,11,1952,"November",0,0.506722665993731
99710,1.1,11,1953,"November",0,1.52016799798119
99710,0.1,11,1954,"November",0,1.11478986518621
99710,-6.7,11,1955,"November",0,-1.64178143781969
99710,-0.5,11,1956,"November",0,0.871562985509217
99710,-1.1,11,1957,"November",0,0.628336105832226
99710,-1.5,11,1958,"November",0,0.466184852714232
99710,0.4,11,1959,"November",0,1.2364033050247
99710,-2.6,11,1960,"November",0,0.0202689066397491
99710,-0.6,11,1961,"November",0,0.831025172229718
99710,-1.7,11,1962,"November",0,0.385109226155235
99710,-5.6,11,1963,"November",0,-1.1958654917452
99710,-2.8,11,1964,"November",0,-0.0608067199192476
99710,-3.1,11,1965,"November",0,-0.182420159757743
99710,-3.1,11,1966,"November",0,-0.182420159757743
99710,-1.6,11,1967,"November",0,0.425647039434734
99710,-6.4,11,1968,"November",0,-1.52016799798119
99710,-3.4,11,1969,"November",0,-0.304033599596238
99710,-4.3,11,1970,"November",0,-0.668873919111724
99710,-10.8,11,1970,"November",0,-3.30383178227912
99710,-0.8,11,1972,"November",0,0.749949545670721
99710,-7.7,11,1973,"November",0,-2.04715957061467
99710,-1.5,11,1974,"November",0,0.466184852714232
99710,-4,11,1975,"November",0,-0.547260479273229
99710,-2.7,11,1976,"November",0,-0.0202689066397493
99710,-1.4,11,1977,"November",0,0.506722665993731
99710,-3.3,11,1978,"November",0,-0.26349578631674
99710,-2.2,11,1979,"November",0,0.182420159757743
99710,-6.9,11,1980,"November",0,-1.72285706437868
99710,-1.4,11,1981,"November",0,0.506722665993731
99710,-2.5,11,1982,"November",0,0.0608067199192476
99710,-8.8,11,1983,"November",0,-2.49307551668915
99710,-0.7,11,1984,"November",0,0.79048735895022
99710,-2.8,11,1985,"November",0,-0.0608067199192476
99710,-2.5,11,1986,"November",0,0.0608067199192476
99710,-2.5,11,1987,"November",0,0.0608067199192476
99710,-9.6,11,1988,"November",0,-2.81737802292514
99710,-2.7,11,1989,"November",0,-0.0202689066397493
99710,-4.3,11,1990,"November",0,-0.668873919111724
99710,-3.6,11,1991,"November",0,-0.385109226155235
99710,-2.5,11,1992,"November",0,0.0608067199192476
99710,0.5,11,1993,"November",0,1.2769411183042
99710,-5,11,1994,"November",0,-0.952638612068213
99710,-8.7,11,1995,"November",0,-2.45253770340966
99710,-1.8,11,1996,"November",0,0.344571412875737
99710,-2.6,11,1997,"November",0,0.0202689066397491
99710,-1.1,11,1998,"November",0,0.628336105832226
99710,0.5,11,1999,"November",0,1.2769411183042
99710,-3.8,11,2001,"November",0,-0.466184852714232
99710,-2.4,11,2002,"November",0,0.101344533198746
99710,-0.3,11,2003,"November",0,0.952638612068213
99710,-4.5,11,2004,"November",0,-0.749949545670721
99710,-0.3,11,2005,"November",0,0.952638612068213
99710,-0.3,11,2006,"November",0,0.952638612068213
99710,-0.8,11,2007,"November",0,0.749949545670721
99710,-1.6,11,2008,"November",0,0.425647039434734
99710,1.7,11,2009,"November",0,1.76339487765818
99710,-3.6,11,2010,"November",0,-0.385109226155235
99710,-0.6,11,2011,"November",0,0.831025172229718
99710,-0.4,11,2012,"November",0,0.912100798788715
99710,-2.6,11,2013,"November",0,0.0202689066397491
99710,-0.2,11,2014,"November",0,0.993176425347712
99710,-0.1,11,2015,"November",0,1.03371423862721
99710,-3.8,12,1920,"December",0,0.33992235873581
99710,-3.9,12,1921,"December",0,0.310497159061655
99710,-8.3,12,1922,"December",0,-0.98421162660116
99710,-4,12,1923,"December",0,0.2810719593875
99710,-3.4,12,1924,"December",0,0.457623157432429
99710,-7.7,12,1925,"December",0,-0.80766042855623
99710,-5.8,12,1926,"December",0,-0.248581634747288
99710,-8.4,12,1927,"December",0,-1.01363682627531
99710,-7.1,12,1928,"December",0,-0.631109230511301
99710,-0.3,12,1929,"December",0,1.36980434733123
99710,-1.3,12,1930,"December",0,1.07555235058968
99710,-2.8,12,1931,"December",0,0.634174355477359
99710,-2.9,12,1932,"December",0,0.604749155803204
99710,-4.2,12,1933,"December",0,0.22222156003919
99710,-2.1,12,1934,"December",0,0.840150753196443
99710,-2.8,12,1935,"December",0,0.634174355477359
99710,-3.2,12,1936,"December",0,0.516473556780739
99710,-0.3,12,1937,"December",0,1.36980434733123
99710,1.8,12,1938,"December",0,1.98773354048848
99710,-5.8,12,1939,"December",0,-0.248581634747288
99710,-4.1,12,1940,"December",0,0.251646759713345
99710,-6.2,12,1941,"December",0,-0.366282433443907
99710,-4.5,12,1942,"December",0,0.133945961016726
99710,-5.3,12,1943,"December",0,-0.101455636376513
99710,-2.9,12,1944,"December",0,0.604749155803204
99710,-3.6,12,1945,"December",0,0.39877275808412
99710,-1,12,1946,"December",0,1.16382794961215
99710,-8,12,1947,"December",0,-0.895936027578695
99710,-7.1,12,1948,"December",0,-0.631109230511301
99710,-1.6,12,1949,"December",0,0.987276751567217
